Length,Width,Height,KerbWeight,TopSpeed,Acceleration,CargoVolumn,mileage_new,AlloyWheelSize,Displacement,NoofCylinder,SeatingCapacity,MaxPowerRPM,MaxPowerbhp,MaxTorqueRPM,MaxTorqueNm,model,vid,pageType,carType,ValueConfiguration,TurboCharger,SuperCharger,GearBox,DriveType,SteeringType,FrontBrakeType,RearBrakeType,TyreType,seller_type_new,car_segment
3993.0,1811.0,1606.0,986.0,165.0,11.258,350.0,21.19,16.0,1497.0,4.0,5.0,4000.0,108.49,2125.0,260.0,tata,tata nexon xz plus hs diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3715.0,1635.0,1565.0,840.0,150.0,15.05,235.0,23.1,15.0,998.0,3.0,5.0,6000.0,67.04,3500.0,90.0,maruti,maruti celerio vxi at,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1835.0,1826.0,1650.0,156.0,13.9,384.0,18.49,15.0,1493.0,3.0,7.0,3750.0,100.0,2200.0,240.0,mahindra,mahindra tuv 300 t10 amt dual tone,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3599.0,1495.0,1700.0,890.0,152.0,18.6,180.0,20.51,15.0,998.0,3.0,5.0,6200.0,67.04,3500.0,90.0,maruti,maruti wagon r vxi optional,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,tubeless,individual,hatchback
4160.0,1690.0,1530.0,1025.0,172.0,14.2,464.0,17.5,14.0,1298.0,4.0,5.0,6000.0,85.8,4000.0,114.0,maruti,maruti swift dzire vxi,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4440.0,1695.0,1495.0,1042.0,195.0,10.0,510.0,17.4,15.4,1497.0,4.0,5.0,6600.0,117.3,4600.0,145.0,honda,honda city i vtec sv,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4160.0,1690.0,1530.0,1105.0,156.0,15.209999999999999,464.0,19.3,14.0,1248.0,4.0,5.0,4000.0,73.9,2000.0,190.0,maruti,maruti swift dzire vdi bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4490.0,1735.0,1550.0,1170.0,177.0,12.1,504.0,15.5,15.0,1586.0,4.0,5.0,5600.0,103.3,4100.0,145.0,maruti,maruti sx4 vxi bsiv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3495.0,1475.0,1460.0,705.0,137.0,17.7,210.0,19.7,12.0,796.0,3.0,5.0,6200.0,46.3,3000.0,62.0,maruti,maruti alto lx,cls,partner,sohc,no,no,5 speed,2wd,not assisted,disc,drum,radial,individual,hatchback
3760.0,1690.0,1530.0,1000.0,160.0,12.29,232.0,16.1,14.0,1298.0,4.0,5.0,6000.0,88.2,4500.0,11.5,maruti,maruti swift vxi bsiii,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3636.0,1475.0,1670.0,890.0,150.0,15.0,180.0,20.51,14.0,998.0,3.0,5.0,6200.0,67.04,3500.0,90.0,maruti,maruti wagon r stingray amt vxi,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,tubeless,individual,hatchback
3775.0,1680.0,1620.0,1030.0,156.0,15.0,236.0,18.5,14.0,1197.0,4.0,5.0,6000.0,85.8,4000.0,114.0,maruti,maruti ritz zxi,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1735.0,1515.0,895.0,180.0,12.6,378.0,22.0,15.0,1197.0,4.0,5.0,6000.0,81.8,4200.0,113.0,maruti,maruti swift dzire amt zxi bs iv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3995.0,1695.0,1501.0,917.0,140.0,15.0,420.0,18.6,15.2,1199.0,4.0,5.0,6000.0,88.76,4800.0,110.0,honda,honda amaze s petrol,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4456.0,1820.0,1995.0,1048.0,95.0,13.707999999999998,210.0,15.4,15.0,2179.0,4.0,7.0,3750.0,136.78,2300.0,319.0,mahindra,mahindra scorpio s11,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,suv
3990.0,1745.0,1500.0,920.0,160.0,13.456,318.0,22.35,16.0,1197.0,4.0,5.0,6000.0,88.5,4400.0,113.0,maruti,maruti baleno alpha,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3795.0,1695.0,1550.0,1035.0,95.0,15.0,232.0,16.6,13.0,1172.0,4.0,5.0,5900.0,65.0,3660.0,96.0,tata,tata indica aqua 1.2 safire bsiv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1760.0,1555.0,1048.0,165.0,15.0,285.0,21.19,16.0,1396.0,4.0,5.0,4000.0,88.76,2125.0,219.66,hyundai,hyundai i20 active sx diesel,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1821.0,1627.0,971.0,175.0,11.64,259.0,16.82,15.8,1197.0,3.0,5.0,5000.0,108.62,2750.0,200.0,mahindra,mahindra xuv300 w4,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,individual,suv
4453.0,1735.0,1666.0,1217.0,95.0,16.0,223.0,15.4,15.6,1497.0,4.0,7.0,6600.0,117.3,4600.0,145.0,honda,honda br-v style edition s,cls,partner,sohc,no,no,6 speed,2wd,power assisted,disc,drum,radial,individual,suv
3940.0,1710.0,1505.0,971.0,95.0,12.960000000000003,295.0,17.0,14.0,1197.0,4.0,5.0,5380.0,80.0,3680.0,11.4,hyundai,hyundai i20 1.2 asta,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1760.0,1555.0,933.0,160.0,14.0,285.0,17.19,16.0,1197.0,4.0,5.0,6000.0,81.86,4000.0,114.73,hyundai,hyundai i20 active 1.2 s,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3700.0,1690.0,1595.0,840.0,95.0,13.690000000000001,260.0,20.89,15.0,1197.0,4.0,5.0,6000.0,81.8,4200.0,113.0,maruti,maruti ignis alpha amt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3765.0,1660.0,1520.0,935.0,165.0,12.9,256.0,18.9,14.0,1197.0,4.0,5.0,6000.0,82.0,4000.0,114.0,hyundai,hyundai grand i10 asta,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3993.0,1677.0,1532.0,964.0,123.98999999999998,14.84,419.0,19.28,14.6,1199.0,3.0,5.0,6000.0,84.82,3300.0,113.0,tata,tata tigor xm,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3545.0,1515.0,1475.0,774.0,145.0,13.3,177.0,23.95,15.0,998.0,3.0,5.0,6000.0,67.05,3500.0,90.0,maruti,maruti alto k10 lxi,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3955.0,1694.0,1544.0,1042.0,172.0,13.7,354.0,18.7,15.2,1199.0,4.0,5.0,6000.0,88.7,4800.0,110.0,honda,honda jazz 1.2 sv i vtec,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1660.0,1520.0,971.0,172.0,14.2,407.0,16.9,14.6,1197.0,4.0,5.0,6000.0,81.86,4000.0,113.75,hyundai,hyundai xcent 1.2 kappa at s option,cls,partner,dohc,no,no,4 speed,2wd,power assisted,disc,drum,tubeless,individual,sedan
4500.0,1790.0,1675.0,986.0,95.0,11.8,210.0,18.1,18.0,1493.0,4.0,6.0,4000.0,113.42,2125.0,250.0,hyundai,hyundai alcazar signature diesel at,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3700.0,1735.0,1655.0,969.0,160.0,14.5,243.0,25.32,14.0,1198.0,3.0,6.0,3750.0,77.0,2000.0,190.0,mahindra,mahindra kuv 100 nxt d75 k6 plus,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3700.0,1735.0,1655.0,933.0,160.0,14.5,243.0,18.15,15.0,1198.0,3.0,6.0,5500.0,82.0,3550.0,115.0,mahindra,mahindra kuv 100 nxt g80 k4 plus,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
4440.0,1729.0,1475.0,986.0,95.0,12.62,210.0,17.7,15.2,1497.0,4.0,5.0,6300.0,113.18,4500.0,143.8,hyundai,hyundai verna s plus,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3985.0,1734.0,1505.0,1066.0,170.0,13.2,295.0,18.6,16.2,1197.0,4.0,5.0,6000.0,81.83,4000.0,114.7,hyundai,hyundai i20 magna 1.2,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3840.0,1735.0,1530.0,860.0,165.0,12.71,268.0,22.0,15.0,1197.0,4.0,5.0,6000.0,81.8,4200.0,113.0,maruti,maruti swift vxi 2018,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3995.0,1680.0,1520.0,964.0,141.2,14.2,328.2,20.5,15.0,1197.0,4.0,5.0,6000.0,81.86,4000.0,113.8,hyundai,hyundai aura sx,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4258.0,1700.0,1925.0,1048.0,125.0,27.6,300.0,15.3,15.2,2956.0,4.0,7.0,3000.0,83.83,1500.0,250.0,tata,tata sumo gold cx,cls,partner,sohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,suv
3430.0,1490.0,1475.0,695.0,140.0,19.0,177.0,24.7,14.8,796.0,3.0,5.0,6000.0,47.3,3500.0,69.0,maruti,maruti alto 800 tour h,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,drum,tubeless,individual,hatchback
3995.0,1660.0,1520.0,971.0,172.0,14.2,407.0,19.1,14.0,1197.0,4.0,5.0,6000.0,82.0,4000.0,114.0,hyundai,hyundai xcent 1.2 kappa sx,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3993.0,1811.0,1606.0,933.0,161.0,15.040000000000001,350.0,17.57,16.0,1199.0,3.0,5.0,5500.0,118.36,2875.0,170.0,tata,tata nexon xz plus s 2020-2022,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1660.0,1520.0,969.0,156.0,15.37,407.0,25.4,14.0,1186.0,3.0,5.0,4000.0,73.97,2000.0,190.25,hyundai,hyundai xcent 1.2 crdi sx,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3995.0,1660.0,1520.0,971.0,172.0,14.2,407.0,19.1,14.0,1197.0,4.0,5.0,6000.0,82.0,4000.0,114.0,hyundai,hyundai xcent vtvt plus abs,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3610.0,1680.0,1500.0,925.0,164.0,14.5,175.0,19.4,15.2,1198.0,4.0,5.0,6000.0,86.8,4500.0,109.0,honda,honda brio s mt,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
4456.0,1820.0,1995.0,1048.0,95.0,13.707999999999998,210.0,14.5,12.6,2179.0,4.0,7.0,3750.0,136.78,2300.0,319.0,mahindra,mahindra scorpio s5,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,suv
4585.0,1890.0,1785.0,1048.0,185.0,10.0,720.0,16.0,17.0,2179.0,4.0,7.0,3750.0,140.0,2200.0,330.0,mahindra,mahindra xuv500 w6 2wd,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,tubeless,individual,suv
3990.0,1680.0,1505.0,1055.0,170.0,17.0,400.0,25.8,14.4,1498.0,4.0,5.0,3600.0,98.6,1750.0,200.0,honda,honda amaze s i-dtech,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4017.0,1745.0,1880.0,1615.0,117.0,30.3,210.0,15.96,15.0,2523.0,4.0,7.0,3200.0,62.0,1800.0,195.0,mahindra,mahindra bolero xl 9 str,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4456.0,1735.0,1666.0,1235.0,95.0,16.0,223.0,15.4,16.0,1497.0,4.0,7.0,6600.0,117.3,4600.0,145.0,honda,honda br-v i-vtec vx mt,cls,partner,sohc,no,no,6 speed,2wd,power assisted,disc,drum,radial,individual,suv
3610.0,1587.0,1564.0,856.4,147.2,14.679999999999998,231.6,27.784000000000002,13.0,1086.0,4.0,5.0,5500.0,63.263999999999996,4200.0,75.506,hyundai,hyundai santro xing xp,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
4150.0,1620.0,1540.0,1070.0,154.6,18.9,450.0,17.0,14.0,1405.0,4.0,5.0,4500.0,70.0,2500.0,13.5,tata,tata indigo ls,cls,partner,sohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,sedan
4430.0,1817.0,1975.0,1048.0,153.6,16.5,460.0,12.05,16.0,2179.0,4.0,8.0,4000.0,120.0,2300.0,290.0,mahindra,mahindra scorpio vlx 2wd bsiii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1760.0,1555.0,933.0,160.0,14.0,285.0,17.19,16.0,1197.0,4.0,5.0,6000.0,81.86,4000.0,114.73,hyundai,hyundai i20 active 1.2 sx,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1735.0,1515.0,885.0,180.0,12.6,378.0,22.0,15.0,1197.0,4.0,5.0,6000.0,81.8,4200.0,113.0,maruti,maruti swift dzire zxi plus bs iv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3805.0,1680.0,1520.0,964.0,137.0,14.0,240.0,20.7,15.0,1197.0,4.0,5.0,6000.0,81.86,4000.0,113.8,hyundai,hyundai grand i10 nios magna,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3825.0,1695.0,1562.0,1095.0,154.0,11.228,210.0,17.57,15.8,1193.0,4.0,5.0,5000.0,88.7,2750.0,140.0,tata,tata bolt revotron xm,cls,partner,sohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
3995.0,1695.0,1555.0,970.0,169.0,12.6,320.0,19.0,14.0,1197.0,4.0,5.0,6000.0,85.8,4000.0,114.0,maruti,maruti swift dzire s,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3827.0,1742.0,1615.0,964.0,161.6,14.648,366.0,20.09,15.8,1199.0,3.0,5.0,6000.0,86.63,1675.0,115.0,tata,tata punch adventure,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4440.0,1695.0,1485.0,1100.0,186.6,10.0,506.0,16.8,15.0,1497.0,4.0,5.0,6600.0,116.4,4800.0,146.0,honda,honda city s,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,sedan
4430.0,1817.0,1975.0,1048.0,152.0,16.5,460.0,12.05,16.0,2179.0,4.0,7.0,4000.0,120.0,2300.0,290.0,mahindra,mahindra scorpio vlx 2wd 7s bsiv,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,suv
4440.0,1695.0,1495.0,1150.0,190.0,10.0,510.0,26.0,15.0,1498.0,4.0,5.0,3600.0,98.6,1750.0,200.0,honda,honda city i dtec v,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3995.0,1745.0,1510.0,910.0,180.0,12.79,339.0,21.4,15.6,1197.0,4.0,5.0,6000.0,83.1,4000.0,115.0,maruti,maruti baleno 1.2 cvt delta,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,hatchback
4440.0,1729.0,1475.0,1048.0,190.0,10.62,480.0,22.0,16.0,1582.0,4.0,5.0,4000.0,126.2,2250.0,259.87,hyundai,hyundai verna crdi 1.6 sx,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,sedan
3995.0,1660.0,1520.0,964.0,172.0,14.2,407.0,19.1,14.6,1197.0,4.0,5.0,6000.0,82.0,4000.0,114.0,hyundai,hyundai xcent 1.2 kappa s,ucr,corporate,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3993.0,1677.0,1532.0,964.0,123.98999999999998,14.84,419.0,19.28,14.6,1199.0,3.0,5.0,6000.0,84.82,3300.0,113.0,tata,tata tigor xe,ucr,corporate,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3990.0,1680.0,1505.0,955.0,160.0,15.0,400.0,17.8,14.0,1198.0,4.0,5.0,6000.0,86.7,4500.0,109.0,honda,honda amaze vx i-vtec,ucr,corporate,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3995.0,1760.0,1555.0,933.0,160.0,14.0,285.0,17.19,16.0,1197.0,4.0,5.0,6000.0,81.86,4000.0,114.73,hyundai,hyundai i20 active sx petrol,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3655.0,1620.0,1675.0,805.0,152.0,18.6,341.0,21.79,15.0,998.0,3.0,5.0,5500.0,67.05,3500.0,90.0,maruti,maruti wagon r lxi,ucr,corporate,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3990.0,1680.0,1505.0,1060.0,170.0,17.0,400.0,25.8,15.2,1498.0,4.0,5.0,3600.0,98.6,1750.0,200.0,honda,honda amaze sx i-dtec,ucr,corporate,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3765.0,1660.0,1520.0,935.0,165.0,12.9,256.0,18.9,14.4,1197.0,4.0,5.0,6000.0,82.0,4000.0,114.0,hyundai,hyundai grand i10 magna,ucr,corporate,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3815.0,1680.0,1520.0,900.0,95.0,14.0,210.0,19.357999999999997,15.0,1197.0,4.0,5.0,6000.0,81.8,4000.0,113.8,hyundai,hyundai grand i10 nios asta,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
4300.0,1790.0,1635.0,953.0,95.0,11.84,210.0,18.638,17.0,1497.0,4.0,5.0,6300.0,113.18,4500.0,143.8,hyundai,hyundai creta sx executive,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1795.0,1817.0,986.0,156.0,13.9,384.0,17.29,15.0,1493.0,3.0,7.0,3750.0,100.0,2000.0,260.0,mahindra,mahindra bolero neo n10 r,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4270.0,1780.0,1630.0,1048.0,165.0,12.5,400.0,21.38,16.0,1396.0,4.0,5.0,4000.0,88.7,2125.0,219.7,hyundai,hyundai creta 1.4 crdi s plus,ucr,corporate,dohc,no,no,6 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3990.0,1680.0,1505.0,955.0,160.0,15.0,400.0,17.8,14.0,1198.0,4.0,5.0,6000.0,86.7,4500.0,109.0,honda,honda amaze vx i-vtec,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3765.0,1660.0,1520.0,995.0,165.0,12.9,256.0,18.9,15.4,1197.0,4.0,5.0,6000.0,81.86,4000.0,113.75,hyundai,hyundai grand i10 magna petrol bsiv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
4023.4,1706.4,1571.2,960.8,168.4,14.780000000000001,283.2,20.996,13.0,1055.2,3.6,5.0,5500.0,109.30999999999999,3540.0,266.0,hyundai,hyundai santro lp zipplus,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
4850.0,1960.0,1845.0,2080.0,95.0,11.440000000000001,210.0,12.05,18.0,2157.0,4.0,7.0,3800.0,178.49,2100.0,420.0,mahindra,mahindra alturas g4 4x4 at,cls,partner,dohc,yes,no,7 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1745.0,1880.0,1048.0,125.67,30.3,210.0,16.0,14.2,1493.0,3.0,7.0,3600.0,74.96,1900.0,210.0,mahindra,mahindra bolero b6,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3715.0,1635.0,1565.0,835.0,150.0,15.05,235.0,23.1,15.0,998.0,3.0,5.0,6000.0,67.04,3500.0,90.0,maruti,maruti celerio zxi,ucr,corporate,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3636.0,1475.0,1670.0,885.0,152.0,18.6,180.0,20.51,15.0,998.0,3.0,5.0,6200.0,67.04,3500.0,90.0,maruti,maruti wagon r vxi plus,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,tubeless,dealer,hatchback
3995.0,1770.0,1605.0,1048.0,180.0,11.0,350.0,18.27,15.2,998.0,3.0,5.0,6000.0,118.35,2750.0,171.6,hyundai,hyundai venue s turbo bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4585.0,1890.0,1785.0,1048.0,185.0,10.0,720.0,16.0,17.0,2179.0,4.0,7.0,3750.0,138.0,2200.0,330.0,mahindra,mahindra xuv500 at w9 2wd,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,tubeless,dealer,suv
3545.0,1515.0,1475.0,774.0,145.0,13.3,177.0,23.95,15.0,998.0,3.0,5.0,6000.0,67.05,3500.0,90.0,maruti,maruti alto k10 lxi,ucr,corporate,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
4490.0,1730.0,1485.0,1010.0,190.0,14.0,510.0,20.73,15.4,1373.0,4.0,5.0,6000.0,91.1,4000.0,130.0,maruti,maruti ciaz vxi option,ucr,corporate,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
4375.0,1700.0,1475.0,1048.0,190.0,10.62,465.0,23.9,16.0,1582.0,4.0,5.0,4000.0,126.2,2325.0,259.9,hyundai,hyundai verna 1.6 crdi sx,ucr,corporate,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
4585.0,1890.0,1785.0,1048.0,114.828,12.692,210.0,15.1,17.0,2179.0,4.0,7.0,3750.0,152.87,2275.0,360.0,mahindra,mahindra xuv500 w7 bsiv,ucr,corporate,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,tubeless,dealer,suv
3995.0,1695.0,1555.0,935.0,158.0,12.6,320.0,20.85,14.8,1197.0,4.0,5.0,6000.0,83.14,4000.0,115.0,maruti,maruti swift dzire lxi,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
4490.0,1730.0,1485.0,1105.0,164.0,15.0,510.0,26.21,16.0,1248.0,4.0,5.0,4000.0,88.5,1750.0,200.0,maruti,maruti ciaz zdi plus,ucr,corporate,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
4480.0,1850.0,1660.0,1169.4,95.0,13.5,391.8,12.95,15.2,1999.0,4.0,5.0,6200.0,150.19,4000.0,192.0,hyundai,hyundai tucson gls at,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3999.0,1734.0,1601.0,1084.0,164.26,15.31,363.0,17.5,16.0,1199.0,4.0,5.0,6000.0,88.7,4800.0,110.0,honda,honda wr-v edge edition i-vtec s,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4585.0,1890.0,1785.0,1048.0,185.0,10.0,720.0,16.0,17.0,2179.0,4.0,7.0,3750.0,140.0,2200.0,330.0,mahindra,mahindra xuv500 w4,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,tubeless,dealer,suv
3995.0,1821.0,1627.0,986.0,175.0,13.25,259.0,17.0,15.4,1497.0,4.0,5.0,3750.0,115.0,2000.0,300.0,mahindra,mahindra xuv300 w8 amt diesel,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3843.0,1717.0,1551.4,860.0,153.6,14.2,376.6,19.2,13.0,1197.0,4.0,5.0,5840.0,75.95200000000001,4040.0,85.88000000000001,hyundai,hyundai i10 asta vtvt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3715.0,1635.0,1565.0,835.0,150.0,15.05,235.0,21.63,15.0,998.0,3.0,5.0,6000.0,67.0,3500.0,90.0,maruti,maruti celerio x vxi option bsiv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
4550.0,1775.0,1470.0,1329.0,191.0,12.07,420.0,16.3,16.0,1797.0,4.0,5.0,6500.0,147.4,4700.0,177.5,hyundai,hyundai elantra sx,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4375.0,1700.0,1475.0,1048.0,171.0,10.5,465.0,17.43,15.0,1396.0,4.0,5.0,6300.0,105.5,5000.0,135.3,hyundai,hyundai verna 1.4 vtvt,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
4095.0,1575.0,1395.0,875.0,164.0,13.1,210.0,15.9,13.0,1298.0,4.0,5.0,6000.0,85.0,4500.0,110.0,maruti,maruti esteem vxi - bsiii,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3715.0,1680.0,1620.0,1100.0,156.0,14.2,232.0,21.1,14.0,1248.0,4.0,5.0,4000.0,73.9,2000.0,190.0,maruti,maruti ritz ldi,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3995.0,1821.0,1627.0,933.0,175.0,11.64,259.0,16.82,16.0,1197.0,3.0,5.0,5000.0,108.62,2750.0,200.0,mahindra,mahindra xuv300 w8,ucr,corporate,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3600.0,1600.0,1560.0,880.0,130.0,21.9,235.0,27.62,14.8,793.0,2.0,5.0,3500.0,47.0,2000.0,125.0,maruti,maruti celerio vdi,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,hatchback
3995.0,1695.0,1501.0,921.0,140.0,15.0,420.0,19.5,15.4,1199.0,4.0,5.0,6000.0,88.76,4800.0,110.0,honda,honda amaze v petrol bsiv,ucr,corporate,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,sedan
3595.0,1475.0,1670.0,860.0,134.4,16.728,204.0,18.9,13.0,998.0,3.0,5.0,6200.0,67.1,3500.0,90.0,maruti,maruti wagon r lx bs iv,ucr,corporate,dohc,no,no,5 speed,2wd,not assisted,disc,drum,radial,dealer,hatchback
4585.0,1890.0,1785.0,1048.0,114.828,12.692,210.0,15.1,17.0,2179.0,4.0,7.0,3750.0,152.87,2275.0,360.0,mahindra,mahindra xuv500 w9 at bsiv,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,tubeless,dealer,suv
